Course Name,Section,Day,Time,Room,Instructor,Sheet
Probability & Statistics,BCS-4E,Monday,08:30 AM - 10:00 AM,Seminar Hall,Ms. Kanwal Saleem,FSC TT (Spring 2025)
Probability & Statistics,BCS-4F,Monday,10:00 AM - 11:30 AM,Seminar Hall,Ms. Kanwal Saleem,FSC TT (Spring 2025)
Digital Logic Design,BCS-2C,Monday,11:30 AM - 01:00 PM,Seminar Hall,Mr. Waqar Baig,FSC TT (Spring 2025)
Software for Mobile Devices,BCS-6B,Monday,01:00 PM - 02:30 PM,Seminar Hall,Mr. Usman Anwar,FSC TT (Spring 2025)
Multivariable Calculus,BCS-2D,Monday,02:30 PM - 04:00 PM,Seminar Hall,Dr. Akhlaq Ahmad Bhatti,FSC TT (Spring 2025)
Database Systems,BCS-4B,Monday,08:30 AM - 10:00 AM,F-201,Dr. Zareen Alamgir,FSC TT (Spring 2025)
Database Systems,BCS-4C,Monday,10:00 AM - 11:30 AM,F-201,Dr. Zareen Alamgir,FSC TT (Spring 2025)
Applied Machine Learning,BCS-8C,Monday,11:30 AM - 01:00 PM,F-201,Mr. Razi uddin (VF),FSC TT (Spring 2025)
Applied Machine Learning,BCS-8A,Monday,01:00 PM - 02:30 PM,F-201,Dr. Kashif Zafar,FSC TT (Spring 2025)
Object Oriented Programming,BCS-2H,Monday,02:30 PM - 04:00 PM,F-201,Mr. Raziuddin,FSC TT (Spring 2025)
Fund. of Big Data Analytics,BDS-6A,Monday,04:00 PM - 05:30 PM,F-201,TBD,FSC TT (Spring 2025)
Software Quality Assurance,MSP-2A,Monday,05:30 PM - 07:00 PM,F-201,Dr. Ali Afzal Malik,FSC TT (Spring 2025)
Digital Image Processing,BCS-6A,Monday,08:30 AM - 10:00 AM,F-202,Dr. Asif Gilani,FSC TT (Spring 2025)
Compiler Construction,BCS-6C,Monday,10:00 AM - 11:30 AM,F-202,Dr. Aatira Anum,FSC TT (Spring 2025)
Digital Image Processing,BCS-6B,Monday,11:30 AM - 01:00 PM,F-202,Dr. Asif Gilani,FSC TT (Spring 2025)
Data Mining,BDS-6A,Monday,01:00 PM - 02:30 PM,F-202,Ms. Esha Tur Razia,FSC TT (Spring 2025)
Data Mining,BDS-6B,Monday,02:30 PM - 04:00 PM,F-202,Ms. Esha Tur Razia,FSC TT (Spring 2025)
Secure Systems Design,MCY-2A,Monday,05:30 PM - 07:00 PM,F-202,Dr. Ammar Haider,FSC TT (Spring 2025)
Software Re-Engineering,BSE-8A,Monday,10:00 AM - 11:30 AM,F-203,Dr. Farooq Ahmed,FSC TT (Spring 2025)
Software Re-Engineering,BSE-8B,Monday,11:30 AM - 01:00 PM,F-203,Dr. Farooq Ahmed,FSC TT (Spring 2025)
Compiler Construction,BCS-6A,Monday,01:00 PM - 02:30 PM,F-203,Dr. Faisal Aslam,FSC TT (Spring 2025)
Software Engineering,BCS-6J,Monday,02:30 PM - 04:00 PM,F-203,Mr. Zeeshan Nazar,FSC TT (Spring 2025)
Theory of Automata,BCS-6C,Monday,04:00 PM - 05:30 PM,F-203,Dr. Tahir Ejaz,FSC TT (Spring 2025)
Object Oriented Programming,BDS-2B,Monday,08:30 AM - 10:00 AM,F-204,Ms. Samin Iftikhar,FSC TT (Spring 2025)
Database Systems,BCS-4K,Monday,10:00 AM - 11:30 AM,F-204,Ms. Mamoona Majid,FSC TT (Spring 2025)
Object Oriented Programming,BDS-2A,Monday,11:30 AM - 01:00 PM,F-204,Mr. Usama Alvi,FSC TT (Spring 2025)
Object Oriented Programming,BCS-2F,Monday,01:00 PM - 02:30 PM,F-204,Mr. Uzair Naqvi,FSC TT (Spring 2025)
Data Science,BCS-8D,Monday,02:30 PM - 04:00 PM,F-204,Ms. Arooj Khalil,FSC TT (Spring 2025)
Brand Management,BCS-8B,Monday,04:00 PM - 05:30 PM,F-204,Mr. Saquib Bhatti (VF),FSC TT (Spring 2025)
Brand Management,BCS-8A,Monday,05:30 PM - 07:00 PM,F-204,Mr. Saquib Bhatti (VF),FSC TT (Spring 2025)
Digital Logic Design,BCS-2A,Monday,08:30 AM - 10:00 AM,F-205,Dr. Sobia Tariq,FSC TT (Spring 2025)
Data Structures,BCS-4B,Monday,10:00 AM - 11:30 AM,F-205,Ms. Marwa Khan,FSC TT (Spring 2025)
Com. Org. & Assembly Lang.,BDS-4A,Monday,11:30 AM - 01:00 PM,F-205,TBD,FSC TT (Spring 2025)
Com. Org. & Assembly Lang.,BDS-4B,Monday,01:00 PM - 02:30 PM,F-205,TBD,FSC TT (Spring 2025)
Advanced Programming,BCS-8A,Monday,02:30 PM - 04:00 PM,F-205,Ms. Hira Butt,FSC TT (Spring 2025)
Advanced Programming,BCS-8B,Monday,04:00 PM - 05:30 PM,F-205,Ms. Hira Butt,FSC TT (Spring 2025)
Digital Logic Design,BSE-2A,Monday,08:30 AM - 10:00 AM,F-206,Dr. Amjad Hussain (VF),FSC TT (Spring 2025)
Data Structures,BDS-4A,Monday,10:00 AM - 11:30 AM,F-206,Dr. Aamir Wali,FSC TT (Spring 2025)
Database Systems,BCS-4A,Monday,11:30 AM - 01:00 PM,F-206,Mr. Ishaq Raza,FSC TT (Spring 2025)
Compiler Construction,BCS-6D,Monday,01:00 PM - 02:30 PM,F-206,Dr. Aatira Anum,FSC TT (Spring 2025)
Database Systems,BDS-4B,Monday,02:30 PM - 04:00 PM,F-206,Mr. Ishaq Raza (VF),FSC TT (Spring 2025)
Applied Machine Learning,BCS-8B,Monday,04:00 PM - 05:30 PM,F-206,Ms. Anosha Khan,FSC TT (Spring 2025)
Natural Language Processing,MDS-2A,Monday,08:30 AM - 10:00 AM,F-207,Dr. Maryam Bashir,FSC TT (Spring 2025)
Professional Practices in IT,BCS-8A,Monday,11:30 AM - 01:00 PM,F-207,Mr. Waqas Manzoor,FSC TT (Spring 2025)
Parallel & Distributed Comp,BCS-6K,Monday,01:00 PM - 02:30 PM,F-207,TBD,FSC TT (Spring 2025)
Database Systems,BCS-4G,Monday,02:30 PM - 04:00 PM,F-207,Ms. Aleena Ahmad,FSC TT (Spring 2025)
Professional Practices in IT,BCS-8B,Monday,08:30 AM - 10:00 AM,F-208,Mr. Muhammad Adeel (VF),FSC TT (Spring 2025)
Software Engineering,BCS-6D,Monday,10:00 AM - 11:30 AM,F-208,Ms. Mehroze Khan,FSC TT (Spring 2025)
Software Engineering,BCS-6E,Monday,11:30 AM - 01:00 PM,F-208,Ms. Mehroze Khan,FSC TT (Spring 2025)
Data Science,BCS-8B,Monday,01:00 PM - 02:30 PM,F-208,Ms. Arooj Khalil,FSC TT (Spring 2025)
Expository Writing,BSE-4B,Monday,02:30 PM - 04:00 PM,F-208,Falaknaz,FSC TT (Spring 2025)
Parallel & Distributed Comp,BCS-6F,Monday,08:30 AM - 10:00 AM,F-209,TBD,FSC TT (Spring 2025)
Parallel & Distributed Comp,BCS-6E,Monday,10:00 AM - 11:30 AM,F-209,TBD,FSC TT (Spring 2025)
Digital Logic Design,BCS-2B,Monday,11:30 AM - 01:00 PM,F-209,Dr. Sobia Tariq,FSC TT (Spring 2025)
Design & Analysis of Algo,BSE-6B,Monday,01:00 PM - 02:30 PM,F-209,TBD,FSC TT (Spring 2025)
Software Engineering,BCS-6F,Monday,02:30 PM - 04:00 PM,F-209,Ms. Mehroze Khan,FSC TT (Spring 2025)
Professional Practices in IT,BSE-8A,Monday,04:00 PM - 05:30 PM,F-209,TBD,FSC TT (Spring 2025)
Object Oriented Programming,BCS-2A,Monday,10:00 AM - 11:30 AM,F-210,Dr. Saira Karim,FSC TT (Spring 2025)
Advanced Statistics,BDS-4C,Monday,11:30 AM - 01:00 PM,F-210,Dr. Ahmad Raza,FSC TT (Spring 2025)
Object Oriented Programming,BCS-2B,Monday,01:00 PM - 02:30 PM,F-210,Dr. Saira Karim,FSC TT (Spring 2025)
Compiler Construction,BCS-6K,Monday,02:30 PM - 04:00 PM,F-210,Mr. Aamir Raheem,FSC TT (Spring 2025)
Operating Systems,BCS-4A,Monday,10:00 AM - 11:30 AM,F-301,Dr. Rana Asif Rehman,FSC TT (Spring 2025)
Software Engineering,BCS-6K,Monday,11:30 AM - 01:00 PM,F-301,Mr. Zeeshan Nazar,FSC TT (Spring 2025)
Operating Systems,BCS-4B,Monday,01:00 PM - 02:30 PM,F-301,Dr. Rana Asif Rehman,FSC TT (Spring 2025)
Natural Language Processing,BCS-8C,Monday,02:30 PM - 04:00 PM,F-301,Ms. Maimoona Akbar,FSC TT (Spring 2025)
Programming Fundamentals,BDS-2A,Monday,04:00 PM - 05:30 PM,F-301,Mr. Waqas Manzoor,FSC TT (Spring 2025)
Object Oriented Programming,BSE-2A,Monday,10:00 AM - 11:30 AM,F-302,Ms. Anosha Khan,FSC TT (Spring 2025)
Object Oriented Programming,BSE-2B,Monday,11:30 AM - 01:00 PM,F-302,Ms. Anosha Khan,FSC TT (Spring 2025)
Compiler Construction,BCS-6H,Monday,01:00 PM - 02:30 PM,F-302,Mr. Hamad ul Qudous,FSC TT (Spring 2025)
Compiler Construction,BCS-6G,Monday,02:30 PM - 04:00 PM,F-302,Mr. Hamad ul Qudous,FSC TT (Spring 2025)
Artificial Intelligence,BCS-6H,Monday,04:00 PM - 05:30 PM,F-302,Ms. Umm e Ammarah,FSC TT (Spring 2025)
Bioinformatics,BCS-8B,Monday,11:30 AM - 01:00 PM,F-303,Ms. Rushda Muneer (New),FSC TT (Spring 2025)
Parallel & Distributed Comp,BDS-6B,Monday,01:00 PM - 02:30 PM,F-303,TBD,FSC TT (Spring 2025)
Parallel & Distributed Comp,BDS-6A,Monday,02:30 PM - 04:00 PM,F-303,TBD,FSC TT (Spring 2025)
Intro to Cloud Computing,BDS-8A,Monday,08:30 AM - 10:00 AM,F-304,Mr. Ali Khawaja,FSC TT (Spring 2025)
Deep Learning,BCS-8B,Monday,10:00 AM - 11:30 AM,F-304,Mr. Irtaza (VF),FSC TT (Spring 2025)
Parallel & Distributed Comp,BCS-6H,Monday,11:30 AM - 01:00 PM,F-304,TBD,FSC TT (Spring 2025)
Object Oriented Programming,BCS-2C,Monday,01:00 PM - 02:30 PM,F-304,Mr. Usama Alvi,FSC TT (Spring 2025)
Natural Language Processing,BCS-8A,Monday,08:30 AM - 10:00 AM,F-305,Ms. Maimoona Akbar,FSC TT (Spring 2025)
Natural Language Processing,BCS-8B,Monday,10:00 AM - 11:30 AM,F-305,Ms. Maimoona Akbar,FSC TT (Spring 2025)
Artificial Intelligence,BCS-6F,Monday,11:30 AM - 01:00 PM,F-305,Ms. Maham Naeem,FSC TT (Spring 2025)
Artificial Intelligence,BCS-6G,Monday,01:00 PM - 02:30 PM,F-305,Ms. Maham Naeem,FSC TT (Spring 2025)
Object Oriented Programming,BCS-2K,Monday,02:30 PM - 04:00 PM,F-305,Mr. Usman Anwar,FSC TT (Spring 2025)
Entrepreneurship,BCS-8A,Monday,08:30 AM - 10:00 AM,F-306,Dr. Saif Maqbool,FSC TT (Spring 2025)
Operating Systems,BCS-4J,Monday,10:00 AM - 11:30 AM,F-306,Ms. Namra Absar,FSC TT (Spring 2025)
Operating Systems,BCS-4K,Monday,11:30 AM - 01:00 PM,F-306,Ms. Namra Absar,FSC TT (Spring 2025)
Game Development,BCS-8B,Monday,01:00 PM - 02:30 PM,F-306,Ms. Saba Ghani (New),FSC TT (Spring 2025)
Data Structures,BCS-4A,Monday,02:30 PM - 04:00 PM,F-306,Mr. Waqas Ali,FSC TT (Spring 2025)
Fundamentals of Management,BDS-4C,Monday,08:30 AM - 10:00 AM,F-307,Dr. Shahrman Khattak,FSC TT (Spring 2025)
Compiler Construction,BCS-6J,Monday,11:30 AM - 01:00 PM,F-307,Mr. Aamir Raheem,FSC TT (Spring 2025)
Operating Systems,BCS-4G,Monday,01:00 PM - 02:30 PM,F-307,Ms. Rubab Anam,FSC TT (Spring 2025)
Operating Systems,BCS-4F,Monday,02:30 PM - 04:00 PM,F-307,Ms. Rubab Anam,FSC TT (Spring 2025)
Artificial Intelligence,BCS-6B,Monday,10:00 AM - 11:30 AM,F-308,Dr. Mubasher Baig,FSC TT (Spring 2025)
Artificial Intelligence,BCS-6A,Monday,11:30 AM - 01:00 PM,F-308,Dr. Mubasher Baig,FSC TT (Spring 2025)
Theory of Automata,BCS-6A,Monday,01:00 PM - 02:30 PM,F-308,Dr. Tahir Ejaz,FSC TT (Spring 2025)
Web Engineering,BSE-6A,Monday,10:00 AM - 11:30 AM,F-309,Mr. Ayaz Gilani,FSC TT (Spring 2025)
Web Engineering,BSE-6B,Monday,11:30 AM - 01:00 PM,F-309,Mr. Ayaz Gilani,FSC TT (Spring 2025)
Artificial Intelligence,BCS-6E,Monday,01:00 PM - 02:30 PM,F-309,Mr. Sajid Kazmi,FSC TT (Spring 2025)
Artificial Intelligence,BCS-6D,Monday,02:30 PM - 04:00 PM,F-309,Ms. Maham Naeem,FSC TT (Spring 2025)
Digital Logic Design,BCS-2J,Monday,08:30 AM - 10:00 AM,F-310,Ms. Maimoona Akram,FSC TT (Spring 2025)
Web Programming,BCS-8B,Monday,10:00 AM - 11:30 AM,F-310,Ms. Mahhek Tahir,FSC TT (Spring 2025)
Data Science,BCS-8A,Monday,11:30 AM - 01:00 PM,F-310,Mr. Saiful Islam,FSC TT (Spring 2025)
Digital Logic Design,BCS-2G,Monday,02:30 PM - 04:00 PM,F-310,Ms. Maimoona Akram,FSC TT (Spring 2025)
Deep Learning,BCS-8A,Monday,08:30 AM - 10:00 AM,F-311,Mr. Irtaza (VF),FSC TT (Spring 2025)
Web Programming,BDS-8B,Monday,11:30 AM - 01:00 PM,F-311,Ms. Mahhek Tahir,FSC TT (Spring 2025)
Data Science,BSE-8A,Monday,01:00 PM - 02:30 PM,F-311,Mr. Saiful Islam,FSC TT (Spring 2025)
Applied Artificial Intelligence,BSE-6A,Monday,02:30 PM - 04:00 PM,F-311,Ms. Rushda Muneer (New),FSC TT (Spring 2025)
Intro to Cloud Computing,BCS-8A,Monday,10:00 AM - 11:30 AM,F-312,TBD,FSC TT (Spring 2025)
Tech. & Business Writing,BCS-4J,Monday,11:30 AM - 01:00 PM,F-312,TBD,FSC TT (Spring 2025)
Advanced Statistics,BDS-4A,Monday,01:00 PM - 02:30 PM,F-312,Dr. Ahmad Raza,FSC TT (Spring 2025)
Parallel & Distributed Comp,BCS-6B,Monday,02:30 PM - 04:00 PM,F-312,TBD,FSC TT (Spring 2025)
Ideology and Const of Pak & Seerat,BCS-2G,Monday,08:30 AM - 10:00 AM,C-1,TBD,FSC TT (Spring 2025)
Civics and Community Eng,BCS-2G,Monday,11:30 AM - 01:00 PM,C-1,TBD,FSC TT (Spring 2025)
French Language,BCS-4A,Monday,02:30 PM - 04:00 PM,C-1,TBD,FSC TT (Spring 2025)
Digital Logic Design,BCS-2F,Monday,08:30 AM - 10:00 AM,C-2,Mr. Aftab Alam (VF),FSC TT (Spring 2025)
Civics and Community Eng,BDS-2B,Monday,10:00 AM - 11:30 AM,C-2,TBD,FSC TT (Spring 2025)
Multivariable Calculus,BCS-2J,Monday,01:00 PM - 02:30 PM,C-2,Dr. Saeeda Zia,FSC TT (Spring 2025)
Civics and Community Eng,BCS-2H,Monday,08:30 AM - 10:00 AM,C-3,TBD,FSC TT (Spring 2025)
Expository Writing,BCS-2H,Monday,11:30 AM - 01:00 PM,C-3,Falaknaz (VF),FSC TT (Spring 2025)
Probability & Statistics,BCS-4D,Monday,02:30 PM - 04:00 PM,C-3,Ms. Sarah Ahmad,FSC TT (Spring 2025)
Modern Politics & Govt,BCS-4A,Monday,04:00 PM - 05:30 PM,C-3,TBD,FSC TT (Spring 2025)
Advanced Operating Systems,MCS-1A,Monday,08:30 AM - 10:00 AM,C-4,Dr. Zeeshan Ali Khan,FSC TT (Spring 2025)
Multivariable Calculus,BDS-2C,Monday,11:30 AM - 01:00 PM,C-4,Mr. Muhammad Yaseen,FSC TT (Spring 2025)
Tech. & Business Writing,BCS-4K,Monday,01:00 PM - 02:30 PM,C-4,TBD,FSC TT (Spring 2025)
Civics and Community Eng,BCS-2B,Monday,02:30 PM - 04:00 PM,C-4,TBD,FSC TT (Spring 2025)
Expository Writing,BCS-2D,Monday,08:30 AM - 10:00 AM,C-5,Irum Zahur (VF),FSC TT (Spring 2025)
Database Systems,BCS-4D,Monday,11:30 AM - 01:00 PM,C-5,Ms. Hina Iqbal,FSC TT (Spring 2025)
Digital Logic Design,BCS-2D,Monday,01:00 PM - 02:30 PM,C-5,Mr. Umar Farooq (New),FSC TT (Spring 2025)
Tech. & Business Writing,BCS-4C,Monday,02:30 PM - 04:00 PM,C-5,TBD,FSC TT (Spring 2025)
Tech. & Business Writing,BCS-4D,Monday,04:00 PM - 05:30 PM,C-5,TBD,FSC TT (Spring 2025)
Artificial Intelligence,BDS-6A,Monday,08:30 AM - 10:00 AM,C-6,Dr. Asma Ahmad,FSC TT (Spring 2025)
Brand Management,BCS-4A,Monday,10:00 AM - 11:30 AM,C-6,Mr.Abid Sharif,FSC TT (Spring 2025)
Islamic Studies/Ethics & Holy Quran,BCS-2A,Monday,11:30 AM - 01:00 PM,C-6,TBD,FSC TT (Spring 2025)
Multivariable Calculus,BCS-2A,Monday,02:30 PM - 04:00 PM,C-6,Dr. Mazhar Hussain,FSC TT (Spring 2025)
Islamic Studies/Ethics & Holy Quran,BCS-2B,Monday,08:30 AM - 10:00 AM,C-7,TBD,FSC TT (Spring 2025)
Formal Methods,BSE-6C,Monday,11:30 AM - 01:00 PM,C-7,Dr. Wafa Basit,FSC TT (Spring 2025)
Civics and Community Eng,BSE-2A,Monday,02:30 PM - 04:00 PM,C-7,TBD,FSC TT (Spring 2025)
Expository Writing,BCS-2C,Monday,08:30 AM - 10:00 AM,C-13,Nokhaiz Zahra,FSC TT (Spring 2025)
Probability & Statistics,BCS-4C,Monday,11:30 AM - 01:00 PM,C-13,Ms. Sarah Ahmad,FSC TT (Spring 2025)
Tech. & Business Writing,BCS-4A,Monday,01:00 PM - 02:30 PM,C-13,TBD,FSC TT (Spring 2025)
Tech. & Business Writing,BCS-4B,Monday,02:30 PM - 04:00 PM,C-13,TBD,FSC TT (Spring 2025)
Mass Communication,BCS-4A,Monday,08:30 AM - 10:00 AM,C-14,Dr Sapna Mumtaz (VF),FSC TT (Spring 2025)
Expository Writing,BCS-2E,Monday,10:00 AM - 11:30 AM,C-14,Dr Sara Khan,FSC TT (Spring 2025)
French Langauge,BCS-8A,Monday,01:00 PM - 02:30 PM,C-14,Ms. Anum Tughral (VF),FSC TT (Spring 2025)
Civics and Community Eng,BCS-2K,Monday,08:30 AM - 10:00 AM,D-2,TBD,FSC TT (Spring 2025)
Tech. & Business Writing,BCS-4E,Monday,11:30 AM - 01:00 PM,D-2,TBD,FSC TT (Spring 2025)
Entrepreneurship,BDS-8A,Monday,01:00 PM - 02:30 PM,D-2,Dr. Saif Maqbool,FSC TT (Spring 2025)
Tech. & Business Writing,BCS-4F,Monday,04:00 PM - 05:30 PM,D-2,TBD,FSC TT (Spring 2025)
Islamic Studies/Ethics & Holy Quran,BDS-2A,Monday,08:30 AM - 10:00 AM,D-5,TBD,FSC TT (Spring 2025)
Ideology and Const of Pak & Seerat,BCS-2K,Monday,11:30 AM - 01:00 PM,D-5,TBD,FSC TT (Spring 2025)
Tech. & Business Writing,BCS-4H,Monday,02:30 PM - 04:00 PM,D-5,TBD,FSC TT (Spring 2025)
Tech. & Business Writing,BCS-4G,Monday,04:00 PM - 05:30 PM,D-5,TBD,FSC TT (Spring 2025)
Object Oriented Programming Lab,BCS-2F,Monday,10:00 AM - 11:30 AM,Lab-1,TBD,FSC TT (Spring 2025)
Object Oriented Programming Lab,BSE-2A,Monday,11:30 AM - 01:00 PM,Lab-2,TBD,FSC TT (Spring 2025)
Soft Design & Architecture Lab,BSE-6A,Monday,02:30 PM - 04:00 PM,Lab-2,TBD,FSC TT (Spring 2025)
Object Oriented Programming Lab,BCS-2E,Monday,01:00 PM - 02:30 PM,Lab-3,TBD,FSC TT (Spring 2025)
Data Structures Lab,BCS-4A,Monday,11:30 AM - 01:00 PM,Lab-4,Ms. Seemab Ayub,FSC TT (Spring 2025)
Reserved For FSM,,Monday,08:30 AM - 10:00 AM,Lab-8,TBD,FSC TT (Spring 2025)
Reserved For FSM,,Monday,11:30 AM - 01:00 PM,Lab-8,TBD,FSC TT (Spring 2025)
Reserved For FSM,,Monday,02:30 PM - 04:00 PM,Lab-8,TBD,FSC TT (Spring 2025)
Operating Systems Lab,BCS-4H,Monday,11:30 AM - 01:00 PM,Lab-13,TBD,FSC TT (Spring 2025)
Database Systems Lab,BDS-4A,Monday,02:30 PM - 04:00 PM,Lab-13,TBD,FSC TT (Spring 2025)
Web Engineering Lab,BSE-6B,Monday,08:30 AM - 10:00 AM,Lab-14,TBD,FSC TT (Spring 2025)
Operating Systems Lab,BSE-4A,Monday,11:30 AM - 01:00 PM,Lab-14,TBD,FSC TT (Spring 2025)
Object Oriented Programming Lab,BCS-2C,Monday,02:30 PM - 04:00 PM,Lab-14,TBD,FSC TT (Spring 2025)
Web Engineering Lab,BSE-6C,Monday,08:30 AM - 10:00 AM,Lab-15,TBD,FSC TT (Spring 2025)
Database Systems Lab,BSE-4B,Monday,11:30 AM - 01:00 PM,Lab-15,TBD,FSC TT (Spring 2025)
Artificial Intelligence Lab,BCS-6H,Monday,08:30 AM - 10:00 AM,Lab-16,TBD,FSC TT (Spring 2025)
Object Oriented Programming Lab,BSE-2B,Monday,01:00 PM - 02:30 PM,Lab-16,TBD,FSC TT (Spring 2025)
Digital Logic Design Lab,BCS-2J1,Monday,10:00 AM - 11:30 AM,Physics Lab,TBD,FSC TT (Spring 2025)
Digital Logic Design Lab,BDS-2B1,Monday,01:00 PM - 02:30 PM,Physics Lab,TBD,FSC TT (Spring 2025)
Digital Logic Design Lab,BCS-2J2,Monday,10:00 AM - 11:30 AM,Micro Lab,TBD,FSC TT (Spring 2025)
Digital Logic Design Lab,BDS-2B2,Monday,01:00 PM - 02:30 PM,Micro Lab,TBD,FSC TT (Spring 2025)
Machine Learning for Data Science,MDS-2B,Tuesday,08:30 AM - 10:00 AM,F-201,Dr. Aamir Wali,FSC TT (Spring 2025)
Natural Language Processing,BDS-6A,Tuesday,11:30 AM - 01:00 PM,F-201,Dr. Maryam Bashir,FSC TT (Spring 2025)
Parallel & Distributed Comp,BCS-6J,Tuesday,01:00 PM - 02:30 PM,F-201,TBD,FSC TT (Spring 2025)
Design & Analysis of Algo,BCS-6B,Tuesday,02:30 PM - 04:00 PM,F-201,TBD,FSC TT (Spring 2025)
Design & Analysis of Algo,BCS-6A,Tuesday,04:00 PM - 05:30 PM,F-201,TBD,FSC TT (Spring 2025)
Soft. Process Managment & Metrics,MSP-2A,Tuesday,05:30 PM - 07:00 PM,F-201,TBD,FSC TT (Spring 2025)
Advanced Machine Learning,MCS-4A,Tuesday,08:30 AM - 10:00 AM,F-202,Dr. Kashif Zafar,FSC TT (Spring 2025)
Operating Systems,BSE-4A,Tuesday,11:30 AM - 01:00 PM,F-202,Mr. Raziuddin,FSC TT (Spring 2025)
Operating Systems,BSE-4B,Tuesday,01:00 PM - 02:30 PM,F-202,Mr. Raziuddin,FSC TT (Spring 2025)
Object Oriented Programming,BCS-2D,Tuesday,02:30 PM - 04:00 PM,F-202,Mr. Usama Alvi,FSC TT (Spring 2025)
Artificial Intelligence,BCS-6C,Tuesday,04:00 PM - 05:30 PM,F-202,Mr. Sajid Kazmi,FSC TT (Spring 2025)
Marketing Management,MSP-4A,Tuesday,05:30 PM - 07:00 PM,F-202,Mr.Saqib Bhatti,FSC TT (Spring 2025)
Fund. of Computer Vision,BCS-8A,Tuesday,08:30 AM - 10:00 AM,F-203,TBD,FSC TT (Spring 2025)
Database Systems,BCS-4J,Tuesday,10:00 AM - 11:30 AM,F-203,Ms. Mamoona Majid,FSC TT (Spring 2025)
Database Systems,BCS-4H,Tuesday,11:30 AM - 01:00 PM,F-203,Ms. Mamoona Majid,FSC TT (Spring 2025)
Compiler Construction,BCS-6B,Tuesday,01:00 PM - 02:30 PM,F-203,Dr. Faisal Aslam,FSC TT (Spring 2025)
Design & Analysis of Algo,BSE-6C,Tuesday,02:30 PM - 04:00 PM,F-203,TBD,FSC TT (Spring 2025)
Operating Systems,BCS-6A,Tuesday,08:30 AM - 10:00 AM,F-204,Ms. Rakshan Imtiaz (New),FSC TT (Spring 2025)
Database Systems,BDS-4A,Tuesday,10:00 AM - 11:30 AM,F-204,Mr. Muhammad Naveed,FSC TT (Spring 2025)
Object Oriented Programming,BCS-2E,Tuesday,11:30 AM - 01:00 PM,F-204,Mr. Uzair Naqvi,FSC TT (Spring 2025)
