Course Name,Section,Day,Time,Room,Instructor,Sheet
Compiler Construction,BCS-6E,Tuesday,01:00 PM - 02:30 PM,F-204,Mr. Aamir Raheem,FSC TT (Spring 2025)
Object Oriented Programming,BCS-2G,Tuesday,02:30 PM - 04:00 PM,F-204,Mr. Uzair Naqvi,FSC TT (Spring 2025)
Communication & Presentation Skills,BCS-6A,Tuesday,04:00 PM - 05:30 PM,F-204,TBD,FSC TT (Spring 2025)
Machine Learning for Data Science,MDS-2A,Tuesday,08:30 AM - 10:00 AM,F-205,Dr. Saira Karim,FSC TT (Spring 2025)
Com. Org. & Assembly Lang.,BDS-4C,Tuesday,11:30 AM - 01:00 PM,F-205,TBD,FSC TT (Spring 2025)
Adv Database Concepts,BSE-6A,Tuesday,01:00 PM - 02:30 PM,F-205,TBD,FSC TT (Spring 2025)
Data Science,BCS-8C,Tuesday,02:30 PM - 04:00 PM,F-205,Ms. Arooj Khalil,FSC TT (Spring 2025)
Digital Logic Design,BSE-2B,Tuesday,08:30 AM - 10:00 AM,F-206,Dr. Amjad Hussain (VF),FSC TT (Spring 2025)
Software Testing,BCS-6A,Tuesday,10:00 AM - 11:30 AM,F-206,Ms. Lehmia Kiran,FSC TT (Spring 2025)
Adv Database Concepts,BCS-6A,Tuesday,11:30 AM - 01:00 PM,F-206,TBD,FSC TT (Spring 2025)
Software for Mobile Devices,BSE-8A,Tuesday,01:00 PM - 02:30 PM,F-206,Mr. Waqas Ali,FSC TT (Spring 2025)
Adv Database Concepts,BCS-6B,Tuesday,02:30 PM - 04:00 PM,F-206,TBD,FSC TT (Spring 2025)
Information Security,BSE-8A,Tuesday,04:00 PM - 05:30 PM,F-206,TBD,FSC TT (Spring 2025)
Object Oriented Programming,BCS-2J,Tuesday,10:00 AM - 11:30 AM,F-207,Ms. Namra Absar,FSC TT (Spring 2025)
Information Security,BDS-8A,Tuesday,11:30 AM - 01:00 PM,F-207,Ms. Aqsa Khalid,FSC TT (Spring 2025)
Database Systems,BCS-4E,Tuesday,01:00 PM - 02:30 PM,F-207,Ms. Aleena Ahmad,FSC TT (Spring 2025)
Database Systems,BCS-4F,Tuesday,02:30 PM - 04:00 PM,F-207,Ms. Aleena Ahmad,FSC TT (Spring 2025)
Game Development,BCS-8A,Tuesday,04:00 PM - 05:30 PM,F-207,Ms. Saba Ghani (New),FSC TT (Spring 2025)
Funda. of Software Eng,BDS-4A,Tuesday,11:30 AM - 01:00 PM,F-208,TBD,FSC TT (Spring 2025)
Game Design Development,BSE-6A,Tuesday,01:00 PM - 02:30 PM,F-208,TBD,FSC TT (Spring 2025)
Funda. of Software Eng,BDS-4C,Tuesday,02:30 PM - 04:00 PM,F-208,TBD,FSC TT (Spring 2025)
Applied Physics,BCS-6A,Tuesday,05:30 PM - 07:00 PM,F-208,TBD,FSC TT (Spring 2025)
Database Systems,BSE-4A,Tuesday,08:30 AM - 10:00 AM,F-209,Ms. Hina Iqbal,FSC TT (Spring 2025)
Database Systems,BSE-4B,Tuesday,10:00 AM - 11:30 AM,F-209,Ms. Hina Iqbal,FSC TT (Spring 2025)
Fund. of Computer Vision,BCS-8B,Tuesday,11:30 AM - 01:00 PM,F-209,TBD,FSC TT (Spring 2025)
Generative AI,BCS-8A,Tuesday,01:00 PM - 02:30 PM,F-209,Dr. Hajra Waheed,FSC TT (Spring 2025)
Generative AI,BDS-8A,Tuesday,02:30 PM - 04:00 PM,F-209,Dr. Hajra Waheed,FSC TT (Spring 2025)
Generative AI,BDS-8B,Tuesday,04:00 PM - 05:30 PM,F-209,Dr. Hajra Waheed,FSC TT (Spring 2025)
Mining Massive Datasets,BCS-6A,Tuesday,10:00 AM - 11:30 AM,F-210,Dr. Zareen Alamgir,FSC TT (Spring 2025)
Software Testing,BCS-6B,Tuesday,11:30 AM - 01:00 PM,F-210,Ms. Lehmia Kiran,FSC TT (Spring 2025)
Computer Networks,BDS-8A,Tuesday,01:00 PM - 02:30 PM,F-210,Ms. Umme Ammara,FSC TT (Spring 2025)
Probability & Statistics,BSE-4A,Tuesday,02:30 PM - 04:00 PM,F-210,Dr. Nuzhat Aftab (VF),FSC TT (Spring 2025)
Multivariable Calculus,BCS-2K,Tuesday,04:00 PM - 05:30 PM,F-210,TBD,FSC TT (Spring 2025)
Com. Org. & Assembly Lang.,BCS-4A,Tuesday,10:00 AM - 11:30 AM,F-301,TBD,FSC TT (Spring 2025)
Adv Database Concepts,BSE-8A,Tuesday,02:30 PM - 04:00 PM,F-301,TBD,FSC TT (Spring 2025)
Funda. of Software Eng,BDS-4B,Tuesday,04:00 PM - 05:30 PM,F-301,TBD,FSC TT (Spring 2025)
Cyber Security,BCS-6A,Tuesday,08:30 AM - 10:00 AM,F-302,TBD,FSC TT (Spring 2025)
Cyber Security,BCS-6B,Tuesday,10:00 AM - 11:30 AM,F-302,TBD,FSC TT (Spring 2025)
Bioinformatics,BCS-8A,Tuesday,11:30 AM - 01:00 PM,F-302,Ms. Rushda Muneer (New),FSC TT (Spring 2025)
Software for Mobile Devices,BCS-8A,Tuesday,02:30 PM - 04:00 PM,F-302,Mr. Waqas Ali,FSC TT (Spring 2025)
Information Security,BCS-8A,Tuesday,10:00 AM - 11:30 AM,F-303,Ms. Aqsa Khalid,FSC TT (Spring 2025)
Intro to Internet of Things,BCS-8A,Tuesday,01:00 PM - 02:30 PM,F-303,TBD,FSC TT (Spring 2025)
Information Security,BCS-8B,Tuesday,02:30 PM - 04:00 PM,F-303,Ms. Aqsa Khalid,FSC TT (Spring 2025)
Artificial Intelligence,BCS-6J,Tuesday,08:30 AM - 10:00 AM,F-304,Ms. Abeeda Akram,FSC TT (Spring 2025)
Artificial Intelligence,BCS-6K,Tuesday,10:00 AM - 11:30 AM,F-304,Ms. Abeeda Akram,FSC TT (Spring 2025)
Parallel & Distributed Comp,BCS-6D,Tuesday,11:30 AM - 01:00 PM,F-304,TBD,FSC TT (Spring 2025)
Artificial Intelligence,BDS-6B,Tuesday,01:00 PM - 02:30 PM,F-304,Mr. Saiful Islam,FSC TT (Spring 2025)
Fundamentals of Management,BDS-4A,Tuesday,02:30 PM - 04:00 PM,F-304,Dr. Shahrman Khattak,FSC TT (Spring 2025)
Natural Language Processing,BDS-6B,Tuesday,11:30 AM - 01:00 PM,F-305,Ms. Mariam Nasim (New),FSC TT (Spring 2025)
Theory of Automata,BCS-6B,Tuesday,01:00 PM - 02:30 PM,F-305,Dr. Tahir Ejaz,FSC TT (Spring 2025)
Operations Research,BCS-8A,Tuesday,02:30 PM - 04:00 PM,F-305,TBD,FSC TT (Spring 2025)
Compiler Construction,BCS-6F,Tuesday,08:30 AM - 10:00 AM,F-306,Mr. Hamad ul Qudous,FSC TT (Spring 2025)
American History,BCS-8A,Tuesday,10:00 AM - 11:30 AM,F-306,Dr Tahir Rashid,FSC TT (Spring 2025)
Software Engineering,BCS-6G,Tuesday,11:30 AM - 01:00 PM,F-306,Ms. Kiran Khurshid,FSC TT (Spring 2025)
Software Engineering,BCS-6H,Tuesday,01:00 PM - 02:30 PM,F-306,Ms. Kiran Khurshid,FSC TT (Spring 2025)
Parallel & Distributed Comp,BCS-6G,Tuesday,02:30 PM - 04:00 PM,F-306,TBD,FSC TT (Spring 2025)
Marketing Management,BDS-6A,Tuesday,10:00 AM - 11:30 AM,F-307,Mr. Abid Sharif (VF),FSC TT (Spring 2025)
Software Engineering,BCS-6C,Tuesday,11:30 AM - 01:00 PM,F-307,Ms. Momna Zaneb,FSC TT (Spring 2025)
Entrepreneurship,BCS-8B,Tuesday,08:30 AM - 10:00 AM,F-308,Dr. Saif Maqbool,FSC TT (Spring 2025)
Operating Systems,BCS-4E,Tuesday,11:30 AM - 01:00 PM,F-308,Mr. Mubasher Hussain,FSC TT (Spring 2025)
Operating Systems,BCS-4H,Tuesday,01:00 PM - 02:30 PM,F-308,Ms. Rubab Anam,FSC TT (Spring 2025)
Operating Systems,BCS-4C,Tuesday,02:30 PM - 04:00 PM,F-308,Mr. Mubasher Hussain,FSC TT (Spring 2025)
Operating Systems,BCS-4D,Tuesday,04:00 PM - 05:30 PM,F-308,Mr. Mubasher Hussain,FSC TT (Spring 2025)
Computer Networks,BSE-6C,Tuesday,08:30 AM - 10:00 AM,F-309,Mr. Nauman Moazzam Hayat,FSC TT (Spring 2025)
Computer Networks,BSE-6A,Tuesday,10:00 AM - 11:30 AM,F-309,Mr. Nauman Moazzam Hayat,FSC TT (Spring 2025)
Computer Networks,BSE-6B,Tuesday,11:30 AM - 01:00 PM,F-309,Mr. Umar Farooq (New),FSC TT (Spring 2025)
Database Systems,BCS-6A,Tuesday,01:00 PM - 02:30 PM,F-309,Ms. Seemab Ayub,FSC TT (Spring 2025)
Parallel & Distributed Comp,BCS-6C,Tuesday,08:30 AM - 10:00 AM,F-310,TBD,FSC TT (Spring 2025)
Environmental Studies,BSE-8A,Tuesday,10:00 AM - 11:30 AM,F-310,Dr. Saman Shahid,FSC TT (Spring 2025)
Digital Logic Design,BCS-2H,Tuesday,11:30 AM - 01:00 PM,F-310,Ms. Maimoona Akram,FSC TT (Spring 2025)
Software Engineering,BCS-6B,Tuesday,08:30 AM - 10:00 AM,F-311,Dr. Zeeshan Ali Rana,FSC TT (Spring 2025)
Organization Behavior,BCS-4A,Tuesday,10:00 AM - 11:30 AM,F-311,Ms. Sana Waqas (VF),FSC TT (Spring 2025)
Web Engineering,BSE-6C,Tuesday,11:30 AM - 01:00 PM,F-311,Mr. Ayaz Gilani,FSC TT (Spring 2025)
Advanced Statistics,BDS-4B,Tuesday,01:00 PM - 02:30 PM,F-311,Dr. Ahmad Raza,FSC TT (Spring 2025)
Digital Logic Design,BCS-2K,Tuesday,02:30 PM - 04:00 PM,F-311,Mr. Umar Farooq (New),FSC TT (Spring 2025)
Modern Politics & Govt,BDS-8A,Tuesday,08:30 AM - 10:00 AM,F-312,TBD,FSC TT (Spring 2025)
Software Engineering,BCS-6A,Tuesday,11:30 AM - 01:00 PM,F-312,Dr. Zeeshan Ali Rana,FSC TT (Spring 2025)
Software for Mobile Devices,BCS-6A,Tuesday,01:00 PM - 02:30 PM,F-312,Mr. Usman Anwar,FSC TT (Spring 2025)
Parallel & Distributed Comp,BCS-6A,Tuesday,02:30 PM - 04:00 PM,F-312,TBD,FSC TT (Spring 2025)
Applied Programming,MCS-1A,Tuesday,11:30 AM - 01:00 PM,C-1,Ms. Hira Butt,FSC TT (Spring 2025)
Marketing Management,BCS-8B,Tuesday,01:00 PM - 02:30 PM,C-1,Mr. Saquib Bhatti (VF),FSC TT (Spring 2025)
Expository Writing,BCS-2K,Tuesday,10:00 AM - 11:30 AM,C-2,Razm ul Zafar,FSC TT (Spring 2025)
Probability & Statistics,BCS-4K,Tuesday,01:00 PM - 02:30 PM,C-2,Ms. Huma Akbar (VF),FSC TT (Spring 2025)
Marketing Management,BCS-4A,Tuesday,08:30 AM - 10:00 AM,C-3,TBD,FSC TT (Spring 2025)
Digital Logic Design,BCS-2E,Tuesday,10:00 AM - 11:30 AM,C-3,Dr. Amjad Hussain (VF),FSC TT (Spring 2025)
Design & Analysis of Algo,BSE-6A,Tuesday,11:30 AM - 01:00 PM,C-3,TBD,FSC TT (Spring 2025)
Probability & Statistics,BCS-4A,Tuesday,01:00 PM - 02:30 PM,C-3,Ms. Sarah Ahmad,FSC TT (Spring 2025)
Probability & Statistics,BCS-4B,Tuesday,02:30 PM - 04:00 PM,C-3,Ms. Sarah Ahmad,FSC TT (Spring 2025)
Probability & Statistics,BSE-4B,Tuesday,04:00 PM - 05:30 PM,C-3,Dr. Nuzhat Aftab (VF),FSC TT (Spring 2025)
Expository Writing,BCS-2F,Tuesday,08:30 AM - 10:00 AM,C-4,Dr Sara Khan,FSC TT (Spring 2025)
Expository Writing,BCS-2B,Tuesday,11:30 AM - 01:00 PM,C-4,Dr Zahida Mansoor,FSC TT (Spring 2025)
Programming Fundamentals,BCS-2A,Tuesday,04:00 PM - 05:30 PM,C-4,Ms. Marwa Khan,FSC TT (Spring 2025)
Critical Thinking,BCS-4A,Tuesday,08:30 AM - 10:00 AM,C-5,TBD,FSC TT (Spring 2025)
Expository Writing,BCS-2A,Tuesday,10:00 AM - 11:30 AM,C-5,Dr Zahida Mansoor,FSC TT (Spring 2025)
Multivariable Calculus,BCS-2G,Tuesday,01:00 PM - 02:30 PM,C-5,Dr. Saeeda Zia,FSC TT (Spring 2025)
Probability & Statistics,BCS-4J,Tuesday,04:00 PM - 05:30 PM,C-5,Ms. Huma Akbar (VF),FSC TT (Spring 2025)
Multivariable Calculus,BCS-2H,Tuesday,08:30 AM - 10:00 AM,C-6,Dr. Saeeda Zia,FSC TT (Spring 2025)
Multivariable Calculus,BCS-2C,Tuesday,10:00 AM - 11:30 AM,C-6,Dr. Mazhar Hussain,FSC TT (Spring 2025)
Multivariable Calculus,BCS-2B,Tuesday,08:30 AM - 10:00 AM,C-7,Dr. Mazhar Hussain,FSC TT (Spring 2025)
Islamic Studies/Ethics & Holy Quran,BCS-2D,Tuesday,10:00 AM - 11:30 AM,C-7,TBD,FSC TT (Spring 2025)
Multivariable Calculus,BSE-2A,Tuesday,01:00 PM - 02:30 PM,C-7,Dr. Sidra Afzal (VF),FSC TT (Spring 2025)
Multivariable Calculus,BSE-2B,Tuesday,02:30 PM - 04:00 PM,C-7,Dr. Sidra Afzal (VF),FSC TT (Spring 2025)
International Business,BDS-6A,Tuesday,08:30 AM - 10:00 AM,C-13,Mr. Abid Sharif (VF),FSC TT (Spring 2025)
Expository Writing,BCS-2G,Tuesday,10:00 AM - 11:30 AM,C-13,Dr Sara Khan,FSC TT (Spring 2025)
Psychology,BCS-4A,Tuesday,02:30 PM - 04:00 PM,C-13,Ms Aisha Bano,FSC TT (Spring 2025)
Foreign Policy of Pakistan,BCS-4A,Tuesday,04:00 PM - 05:30 PM,C-13,Dr Tahir Rashid,FSC TT (Spring 2025)
Mass Communication,BCS-8A,Tuesday,08:30 AM - 10:00 AM,C-14,Dr Sapna Mumtaz (VF),FSC TT (Spring 2025)
Multivariable Calculus,BDS-2A,Tuesday,10:00 AM - 11:30 AM,C-14,Mr. Muhammad Yaseen,FSC TT (Spring 2025)
Intro to Internet of Things,BSE-8A,Tuesday,11:30 AM - 01:00 PM,C-14,TBD,FSC TT (Spring 2025)
Digital Logic Design,BDS-2B,Tuesday,01:00 PM - 02:30 PM,C-14,Mr. Zummar Saad (VF),FSC TT (Spring 2025)
Digital Logic Design,BDS-2A,Tuesday,02:30 PM - 04:00 PM,C-14,Mr. Zummar Saad (VF),FSC TT (Spring 2025)
Environmental Studies,BCS-8A,Tuesday,04:00 PM - 05:30 PM,C-14,Dr. Saman Shahid,FSC TT (Spring 2025)
Multivariable Calculus,BDS-2B,Tuesday,08:30 AM - 10:00 AM,D-2,Mr. Muhammad Yaseen,FSC TT (Spring 2025)
Principles of Leadership,BCS-4A,Tuesday,10:00 AM - 11:30 AM,D-2,Dr. Rao Aftab Ahmad (VF),FSC TT (Spring 2025)
Civics and Community Eng,BDS-2A,Tuesday,11:30 AM - 01:00 PM,D-2,TBD,FSC TT (Spring 2025)
International Relations,BCS-8A,Tuesday,08:30 AM - 10:00 AM,D-5,Dr Tahir Rashid,FSC TT (Spring 2025)
Marketing Management,BCS-8A,Tuesday,10:00 AM - 11:30 AM,D-5,Mr. Saquib Bhatti (VF),FSC TT (Spring 2025)
Expository Writing Lab,BCS-2A1,Tuesday,08:30 AM - 10:00 AM,English Lab-1,Ms. Mahnoor Ch.,FSC TT (Spring 2025)
Expository Writing Lab,BCS-2B1,Tuesday,10:00 AM - 11:30 AM,English Lab-1,Ms. Mahnoor Ch.,FSC TT (Spring 2025)
Expository Writing Lab,BCS-2C1,Tuesday,11:30 AM - 01:00 PM,English Lab-1,Ms. Mahnoor Ch.,FSC TT (Spring 2025)
Expository Writing Lab,BCS-2D1,Tuesday,01:00 PM - 02:30 PM,English Lab-1,Ms. Maryam Junaid (VF),FSC TT (Spring 2025)
Expository Writing Lab,BSE-2A1,Tuesday,02:30 PM - 04:00 PM,English Lab-1,Ms. Bisma Amjad (VF),FSC TT (Spring 2025)
Expository Writing Lab,BCS-2E1,Tuesday,04:00 PM - 05:30 PM,English Lab-1,Ms. Rafia (VF),FSC TT (Spring 2025)
Expository Writing Lab,BCS-2A2,Tuesday,08:30 AM - 10:00 AM,English Lab-2,Ms. Areeba Nadeem (VF),FSC TT (Spring 2025)
Expository Writing Lab,BCS-2B2,Tuesday,10:00 AM - 11:30 AM,English Lab-2,Ms. Areeba Nadeem (VF),FSC TT (Spring 2025)
Expository Writing Lab,BCS-2C2,Tuesday,11:30 AM - 01:00 PM,English Lab-2,Ms. Areeba Nadeem (VF),FSC TT (Spring 2025)
Expository Writing Lab,BCS-2D2,Tuesday,01:00 PM - 02:30 PM,English Lab-2,Ms. Maryam Ahmad (VF),FSC TT (Spring 2025)
Expository Writing Lab,BSE-2A2,Tuesday,02:30 PM - 04:00 PM,English Lab-2,Ms. Falaknaz Zia (VF),FSC TT (Spring 2025)
Expository Writing Lab,BCS-2E2,Tuesday,04:00 PM - 05:30 PM,English Lab-2,Ms. Maryam Ahmad (VF),FSC TT (Spring 2025)
Expository Writing Lab,BCS-2G1,Tuesday,08:30 AM - 10:00 AM,English Lab-3,Ms. Bisma Amjad (VF),FSC TT (Spring 2025)
Expository Writing Lab,BCS-2H1,Tuesday,10:00 AM - 11:30 AM,English Lab-3,Ms. Bisma Amjad (VF),FSC TT (Spring 2025)
Expository Writing Lab,BCS-2J1,Tuesday,11:30 AM - 01:00 PM,English Lab-3,Ms. Minahil Ramadan (VF),FSC TT (Spring 2025)
Expository Writing Lab,BCS-2K1,Tuesday,01:00 PM - 02:30 PM,English Lab-3,Ms. Minahil Ramadan (VF),FSC TT (Spring 2025)
Expository Writing Lab,BSE-4B1,Tuesday,02:30 PM - 04:00 PM,English Lab-3,Ms. Maha Hijab (VF),FSC TT (Spring 2025)
Expository Writing Lab,BSE-4A1,Tuesday,04:00 PM - 05:30 PM,English Lab-3,Ms. Bisma Amjad (VF),FSC TT (Spring 2025)
Expository Writing Lab,BCS-2G2,Tuesday,08:30 AM - 10:00 AM,English Lab-4,Ms. Rubab Arshad,FSC TT (Spring 2025)
Expository Writing Lab,BCS-2H2,Tuesday,10:00 AM - 11:30 AM,English Lab-4,Ms. Rubab Arshad,FSC TT (Spring 2025)
Expository Writing Lab,BCS-2J2,Tuesday,11:30 AM - 01:00 PM,English Lab-4,Ms. Halima Altaf (VF),FSC TT (Spring 2025)
Expository Writing Lab,BCS-2K2,Tuesday,01:00 PM - 02:30 PM,English Lab-4,Ms. Halima Altaf (VF),FSC TT (Spring 2025)
Expository Writing Lab,BSE-4B2,Tuesday,02:30 PM - 04:00 PM,English Lab-4,TBD,FSC TT (Spring 2025)
Expository Writing Lab,BSE-4A2,Tuesday,04:00 PM - 05:30 PM,English Lab-4,TBD,FSC TT (Spring 2025)
Expository Writing Lab,BDS-2A1,Tuesday,08:30 AM - 10:00 AM,English Lab-5,Ms. Nokhaiz Zahra,FSC TT (Spring 2025)
Expository Writing Lab,BDS-2B1,Tuesday,10:00 AM - 11:30 AM,English Lab-5,Ms. Nokhaiz Zahra,FSC TT (Spring 2025)
Expository Writing Lab,BCS-2F1,Tuesday,02:30 PM - 04:00 PM,English Lab-5,Ms. Rafia (VF),FSC TT (Spring 2025)
Expository Writing Lab,BSE-2B1,Tuesday,04:00 PM - 05:30 PM,English Lab-5,Ms. Maha Hijab (VF),FSC TT (Spring 2025)
Expository Writing Lab,BDS-2A2,Tuesday,08:30 AM - 10:00 AM,English Lab-6,Ms. Zakia Anwar (VF),FSC TT (Spring 2025)
Expository Writing Lab,BDS-2B2,Tuesday,10:00 AM - 11:30 AM,English Lab-6,Ms. Zakia Anwar (VF),FSC TT (Spring 2025)
Expository Writing Lab,BCS-2F2,Tuesday,02:30 PM - 04:00 PM,English Lab-6,Ms. Maryam Ahmad (VF),FSC TT (Spring 2025)
Expository Writing Lab,BSE-2B2,Tuesday,04:00 PM - 05:30 PM,English Lab-6,Ms. Falaknaz Zia (VF),FSC TT (Spring 2025)
Object Oriented Programming Lab,BCS-2J,Tuesday,01:00 PM - 02:30 PM,Lab-1,TBD,FSC TT (Spring 2025)
Operating Systems Lab,BCS-4C,Tuesday,11:30 AM - 01:00 PM,Lab-2,TBD,FSC TT (Spring 2025)
Data Structures Lab,BCS-4B,Tuesday,02:30 PM - 04:00 PM,Lab-2,TBD,FSC TT (Spring 2025)
Operating Systems Lab,BCS-4D,Tuesday,11:30 AM - 01:00 PM,Lab-4,TBD,FSC TT (Spring 2025)
Reserved For FSM,,Tuesday,08:30 AM - 10:00 AM,Lab-8,TBD,FSC TT (Spring 2025)
Reserved For FSM,,Tuesday,11:30 AM - 01:00 PM,Lab-8,TBD,FSC TT (Spring 2025)
Reserved For FSM,,Tuesday,02:30 PM - 04:00 PM,Lab-8,TBD,FSC TT (Spring 2025)
Database Systems Lab,BDS-4B,Tuesday,08:30 AM - 10:00 AM,Lab-13,TBD,FSC TT (Spring 2025)
Database Systems Lab,BCS-4F,Tuesday,11:30 AM - 01:00 PM,Lab-13,TBD,FSC TT (Spring 2025)
Operating Systems Lab,BCS-4A,Tuesday,02:30 PM - 04:00 PM,Lab-13,Ms. Rakshan Imtiaz (New),FSC TT (Spring 2025)
Database Systems Lab,BCS-4B,Tuesday,11:30 AM - 01:00 PM,Lab-14,TBD,FSC TT (Spring 2025)
Computer Networks Lab,BSE-6A,Tuesday,02:30 PM - 04:00 PM,Lab-14,TBD,FSC TT (Spring 2025)
Operating Systems Lab,BCS-4G,Tuesday,11:30 AM - 01:00 PM,Lab-15,TBD,FSC TT (Spring 2025)
Operating Systems Lab,BCS-4E,Tuesday,02:30 PM - 04:00 PM,Lab-15,TBD,FSC TT (Spring 2025)
Operating Systems Lab,BCS-4J,Tuesday,11:30 AM - 01:00 PM,Lab-16,TBD,FSC TT (Spring 2025)
Operating Systems Lab,BCS-4K,Tuesday,02:30 PM - 04:00 PM,Lab-16,TBD,FSC TT (Spring 2025)
Digital Logic Design Lab,BSE-2A1,Tuesday,08:30 AM - 10:00 AM,Physics Lab,TBD,FSC TT (Spring 2025)
Digital Logic Design Lab,BSE-2B1,Tuesday,11:30 AM - 01:00 PM,Physics Lab,TBD,FSC TT (Spring 2025)
Digital Logic Design Lab,BCS-2D1,Tuesday,05:30 PM - 07:00 PM,Physics Lab,TBD,FSC TT (Spring 2025)
Digital Logic Design Lab,BSE-2A2,Tuesday,08:30 AM - 10:00 AM,Micro Lab,TBD,FSC TT (Spring 2025)
Digital Logic Design Lab,BSE-2B2,Tuesday,11:30 AM - 01:00 PM,Micro Lab,TBD,FSC TT (Spring 2025)
Digital Logic Design Lab,BCS-2D2,Tuesday,05:30 PM - 07:00 PM,Micro Lab,TBD,FSC TT (Spring 2025)
Probability & Statistics,BCS-4E,Tuesday,08:30 AM - 10:00 AM,Seminar Hall,Ms. Kanwal Saleem,FSC TT (Spring 2025)
Probability & Statistics,BCS-4F,Tuesday,10:00 AM - 11:30 AM,Seminar Hall,Ms. Kanwal Saleem,FSC TT (Spring 2025)
Software for Mobile Devices,BCS-6B,Tuesday,01:00 PM - 02:30 PM,Seminar Hall,Mr. Usman Anwar,FSC TT (Spring 2025)
Multivariable Calculus,BCS-2D,Tuesday,02:30 PM - 04:00 PM,Seminar Hall,Dr. Akhlaq Ahmad Bhatti,FSC TT (Spring 2025)
"Soft Design & Architecture (BSE-4A),",BSE-6A,Wednesday,08:30 AM - 10:00 AM,F-203,TBD,FSC TT (Spring 2025)
Soft Design & Architecture,BSE-4B,Wednesday,10:00 AM - 11:30 AM,F-203,TBD,FSC TT (Spring 2025)
Database Systems,BCS-4D,Wednesday,11:30 AM - 01:00 PM,F-203,Ms. Hina Iqbal,FSC TT (Spring 2025)
Compiler Construction,BCS-6A,Wednesday,01:00 PM - 02:30 PM,F-203,Dr. Faisal Aslam,FSC TT (Spring 2025)
Software Engineering,BCS-6J,Wednesday,02:30 PM - 04:00 PM,F-203,Mr. Zeeshan Nazar,FSC TT (Spring 2025)
Theory of Automata,BCS-6C,Wednesday,04:00 PM - 05:30 PM,F-203,Dr. Tahir Ejaz,FSC TT (Spring 2025)
Object Oriented Programming,BDS-2B,Wednesday,08:30 AM - 10:00 AM,F-204,Ms. Samin Iftikhar,FSC TT (Spring 2025)
Database Systems,BCS-4K,Wednesday,10:00 AM - 11:30 AM,F-204,Ms. Mamoona Majid,FSC TT (Spring 2025)
Object Oriented Programming,BDS-2A,Wednesday,11:30 AM - 01:00 PM,F-204,Mr. Usama Alvi,FSC TT (Spring 2025)
Object Oriented Programming,BCS-2F,Wednesday,01:00 PM - 02:30 PM,F-204,Mr. Uzair Naqvi,FSC TT (Spring 2025)
Data Science,BCS-8D,Wednesday,02:30 PM - 04:00 PM,F-204,Ms. Arooj Khalil,FSC TT (Spring 2025)
Brand Management,BCS-8B,Wednesday,04:00 PM - 05:30 PM,F-204,Mr. Saquib Bhatti (VF),FSC TT (Spring 2025)
